index,word,pinyin,origin
40343,脑出血,,
40344,年深日久,,
40345,农奴主,,
40346,藕断丝连,,
40347,派对,,
40348,披挂上阵,,
40349,皮囊,,
40350,偏巧,,
40351,偏瘫,,
40352,奇绝,,
40353,奇伟,,
40354,气滞,,
40355,潜回,,
40356,寝食不安,,
40357,求告,,
40358,权谋,,
40359,劝诱,,
40360,劝止,,
40361,如来,,佛源
40362,乳胶,,
40363,撒落,,
40364,三明治,,外来
40365,嫂夫人,,
40366,纱帽,,
40367,山茶,,
40368,善报,,
40369,稍逊,,
40370,赊销,,
40371,诗抄,,
40372,十八般武艺,,
40373,石拱桥,,
40374,实像,,
40375,拾趣,,
40376,收款机,,
40377,树阴,,
40378,漱洗,,
40379,四不像,,
40380,送气,,
40381,素昧平生,,
40382,随身听,,
40383,随缘,,
40384,琐细,,
40385,谈虎色变,,
40386,逃奔,,
40387,田园诗,,
40388,填料,,
40389,跳蚤市场,,
40390,同房,,
40391,铜版纸,,
40392,头羊,,
40393,托生,,
40394,外道,,佛源
40395,晚生,,
40396,围场,,
40397,围聚,,
40398,为民请命,,
40399,文火,,
40400,窝囊气,,
40401,窝心,,
40402,无伤大雅,,
40403,无上,,
40404,五味,,
40405,雾蒙蒙,,
40406,熹微,,
40407,暇时,,
40408,下馆子,,
40409,下江,,
40410,闲钱,,
40411,闲杂,,
40412,献丑,,
40413,献技,,
40414,相托,,
40415,小偷小摸,,
40416,胸骨,,
40417,胸围,,
40418,穴居,,
40419,押车,,
40420,烟馆,,
40421,延展,,
40422,严丝合缝,,
40423,一唱一和,,
40424,以退为进,,
40425,甬路,,
40426,悠悠然,,
40427,邮车,,
40428,油泥,,
40429,油腔滑调,,
40430,游艺会,,
40431,右方,,
40432,幼弱,,
40433,幼芽,,日源
40434,语病,,
40435,玉兔,,
40436,园田,,
40437,圆规,,
40438,云头,,
40439,簪子,,
40440,招认,,
40441,针眼,,
40442,震灾,,日源
40443,知交,,
40444,直拨,,
40445,纸老虎,,
40446,猪栏,,
40447,猪猡,,
40448,竹叶青,,
40449,砖坯,,
40450,转存,,
40451,着笔,,
40452,资望,,
40453,自费生,,日源
40454,作保,,
40455,暗无天日,,
40456,暗语,,
40457,百宝箱,,
40458,半票,,
40459,鸨母,,
40460,笔伐,,
40461,表面化,,
40462,菜油,,
40463,茶汤,,
40464,畅达,,
40465,沉疴,,
40466,晨星,,
40467,称快,,
40468,成年累月,,
40469,成药,,
40470,承当,,
40471,吃不住,,
40472,重版,,日源
40473,除法,,
40474,川菜,,
40475,船篷,,
40476,垂老,,
40477,春灌,,
40478,从善如流,,
40479,从征,,
40480,粗硬,,
40481,村规民约,,
40482,寸心,,
40483,答问,,
40484,大彻大悟,,佛源
40485,大慈大悲,,佛源
40486,单字,,
40487,叨念,,
40488,低耗,,
40489,涤荡,,
40490,抵押品,,
40491,地支,,
40492,殿宇,,
40493,雕梁画栋,,
40494,盯梢,,
40495,独苗,,
40496,短句,,
40497,多向,,
40498,讹传,,
40499,发送,fā song,
40500,房脊,,
40501,废弛,,
40502,疯人院,,
40503,奉迎,,
40504,干货,,
40505,干支,,
40506,钢梁,,
40507,告吹,,
40508,公国,,
40509,骨朵儿,,
40510,骨子,,
40511,罐头盒,,
40512,汗渍,,
40513,旱田,,
40514,河身,,
40515,狐假虎威,,
40516,唬人,,
40517,花房,,
40518,花架,,
40519,欢声雷动,,
40520,慌里慌张,,
40521,黄鹂,,
40522,黄种人,,
40523,回水,,
40524,活字,,
40525,火罐儿,,
40526,机率,,
40527,急风暴雨,,
40528,集大成,,
40529,假案,,
40530,奸雄,,
40531,简体字,,
40532,贱货,,
40533,浆果,,
40534,浆洗,,
40535,讲情面,,
40536,交公,,
40537,狡狯,,
40538,校订,,
40539,校阅,,
40540,节操,,
40541,金丹,,
40542,绝笔,,
40543,开架,,
40544,开释,,
40545,勘探队,,
40546,叩击,,
40547,扣帽子,,
40548,宽以待人,,
40549,岿然,,
40550,来日方长,,
40551,冷然,,
40552,力挫,,
40553,料事如神,,
40554,榴弹,,
40555,漏电,,
40556,路轨,,
40557,漉,,
40558,卖关子,,
40559,满腹经纶,,
40560,绵密,,
40561,面筋,,
40562,民族自决权,,
40563,木屐,,
40564,闹笑话,,
40565,逆水,,
40566,排头,,
40567,牌局,,
40568,判案,,
40569,胖墩儿,,
40570,配伍,,
40571,批办,,
40572,骈文,,
40573,嫔妃,,
40574,漆黑一团,,
40575,齐步走,,
40576,祈望,,
40577,强心剂,,
40578,窃国,,
40579,琴师,,
40580,情夫,,
40581,情郎,,
40582,一家言,,
40583,求贤若渴,,
40584,曲径通幽,,
40585,雪雕,,
40586,僧徒,,佛源
40587,沙丁鱼,,外来
40588,伤悲,,
40589,伤神,,
40590,身架,,
40591,神怪,,
40592,接龙,,
40593,生冷,,
40594,逆天,,
40595,声名狼藉,,
40596,声腔,,
40597,笙歌,,
40598,石臼,,
40599,实职,,
40600,拾取,,佛源
40601,史话,,
40602,示爱,,
40603,事功,,
40604,熟路,,
40605,打闷棍,,
40606,属相,,
40607,闪躲,,
40608,顺手牵羊,,
40609,燧石,,
40610,索还,,
40611,台基,,
40612,太空船,,
40613,谈锋,,
40614,坦白从宽,,
40615,绦虫,,
40616,套套,,
40617,调节税,,
40618,猎艳,,
40619,挑拨离间,,
40620,听其自然,,
40621,停航,,
40622,偷越,,
40623,投拍,,
40624,吞云吐雾,,
40625,外借,,
40626,晚育,,
40627,温煦,,
40628,稀有金属,,
40629,溪涧,,
40630,洗煤,,
40631,上照,,
40632,喜乐,,
40633,脸厚,,
40634,喜信,,
40635,闲逸,,
40636,贤臣,,
40637,弦歌,,
40638,向隅,,
40639,小户人家,,
40640,小账,,
40641,小卒,,
40642,斜线,,
40643,薪资,,
40644,信史,,
40645,星团,,
40646,行李卷儿,,
40647,行商,,
40648,杏黄,,
40649,胸片,,
40650,虚情假意,,
40651,雪梨,,
40652,血友病,,
40653,扬旗,,
40654,扬琴,,
40655,羊水,,
40656,腰刀,,
40657,耀目,,
40658,一扫而空,,
40659,倚赖,,
40660,印花布,,
40661,佣工,,
40662,勇悍,,
40663,游侠,,
40664,瑜伽,,
40665,殒命,,
40666,运笔,,
40667,贼胆,,
40668,站柜台,,
40669,征候,,日源
40670,脏钱,,
40671,正极,,日源
40672,指靠,,
40673,舟车,,
40674,洲际导弹,,
40675,专科生,,
40676,转运站,,
40677,自忖,,
40678,自许,,
40679,走钢丝,,
40680,作乐,zuò yuè,
40681,摆列,,
40682,绑扎,,
40683,棒子面,,
40684,报修,,
40685,卑污,,
40686,被套,,
40687,迸射,,
40688,边门,,
40689,编舞,,
40690,扁圆,,
40691,表亲,,
40692,冰糖葫芦,,
40693,跛脚,,佛源
40694,参禅,,佛源
40695,苍松,,
40696,藏污纳垢,,
40697,草野,,
40698,产儿,chǎn ér,
40699,产婆,,
40700,抄近儿,,
40701,车把式,,
40702,车况,,
40703,车前子,,
40704,彻悟,,
40705,陈请,,
40706,呈祥,,
40707,秤杆,,
40708,持械,,
40709,虫蛀,,
40710,出洋相,,
40711,初小,,
40712,串珠,,
40713,此致,,
40714,打滑,,
40715,大腹便便,,
40716,大实话,,
40717,叨咕,,
40718,盗墓,,
40719,地方税,,
40720,电声,,
40721,冬虫夏草,,
40722,独门,,
40723,断路,,
40724,翻供,,
40725,飞沙走石,,
40726,挂拍,,
40727,风景点,,
40728,辐射能,,
40729,附上,,
40730,副手,,
40731,高梁米,,
40732,高山仰止,,
40733,高士,,
40734,告病,,
40735,嗝儿,,
40736,工作餐,,
40737,恭谨,,
40738,骨盆,,
40739,鼓槌,,
40740,挂齿,,
40741,关张,,
40742,观览,,
40743,管饭,,
40744,哈腰,,
40745,喊冤,,
40746,呵叱,,
40747,合子,,
40748,和数,,
40749,核电厂,,
40750,盒带,,
40751,后发制人,,
40752,后手,,
40753,狐朋狗友,,
40754,滑竿,,
40755,环海,,
40756,缓兵之计,,
40757,黄雀,,
40758,昏头昏脑,,
40759,混事,,
40760,火烧眉毛,,佛源
40761,机械手,,
40762,疾恶如仇,,
40763,蒺藜,,
40764,家蚕,,
40765,将错就错,,佛源
40766,茭白,,
40767,绞死,,
40768,缴付,,
40769,看医生,,
40770,胯骨,,
40771,老相识,,
40772,类固醇,,
40773,凉意,,
40774,林涛,,
40775,鹿茸,,
40776,漫溢,,
40777,毛裤,,
40778,房补,,
40779,帽徽,,
40780,煤耗,,
40781,妙策,,
40782,咩,,
40783,明达,,
40784,抹灰,,
40785,沫子,,
40786,目光短浅,,
40787,脑汁,,
40788,内服,,
40789,能言善辩,,
40790,孽种,,
40791,呕血,,
40792,盘坐,,
40793,配比,,
40794,屁滚尿流,,
40795,僻远,,
40796,骈体,,
40797,破镜重圆,,
40798,汽灯,,
40799,巧言,,
40800,倾巢,,
40801,穷兵黩武,,
40802,求雨,,
40803,去皮,,
40804,犬马,,
40805,人地生疏,,
40806,人心不古,,
40807,人妖,,
40808,容身,,
40809,溶血,,
40810,入定,,佛源
40811,撒播,,
40812,建账,,
40813,桑葚,,
40814,瘙痒,,
40815,摄影棚,,
40816,绳套,,
40817,失计,,
40818,什锦,,
40819,拾遗补缺,,
40820,世仇,,
40821,事到临头,,
40822,收殓,,
40823,受业,,
40824,耍笑,,
40825,霜期,,
40826,睡袍,,
40827,撕打,,
40828,四海为家,,
40829,汤水,,
40830,特首,,
40831,通栏,,
40832,头雁,,
40833,投合,,
40834,托病,,
40835,脱发,,
40836,脱色,,
40837,驼峰,,
40838,外孙子,,
40839,外溢,,
40840,外引,,
40841,万福,,
40842,万贯,,
40843,望月,,
40844,围腰,,
40845,味同嚼蜡,,
40846,蔚为壮观,,
40847,蜗居,,
40848,乌七八糟,,
40849,污渍,,
40850,无为而治,,
40851,五爱,,
40852,造地,,
40853,五线谱,,
40854,晤面,,
40855,雾里看花,,
40856,喜怒无常,,
40857,系铃人,,
40858,先睹为快,,
40859,贤能,,
40860,小过,,
40861,心肌梗死,,
40862,幸会,,
40863,凶横,,
40864,虚岁,,
40865,血雨腥风,,
40866,压顶,,
40867,字母词,,
40868,压路机,,
40869,烟具,,
40870,盐巴,,
40871,眼角膜,,
40872,洋化,,
40873,徭役,,
40874,一马平川,,
40875,意气用事,,
40876,臆测,,
40877,隐衷,,
40878,影视圈,,
40879,庸医,,
40880,淤血,,
40881,鱼油,,
40882,渔猎,,
40883,愚见,,
40884,原地踏步,,
40885,远视,,
40886,运动衣,,
40887,杂陈,,
40888,皂角,,
40889,诈降,,
40890,枝蔓,,
40891,治服,,
40892,周转金,,
40893,啁啾,,
40894,助纣为虐,,
40895,装神弄鬼,,
40896,追怀,,
40897,追尾,,
40898,自成一家,,
40899,身教,,
40900,阿司匹林,,外来
40901,白肉,,
40902,白事,,
40903,白血球,,
40904,摆阔,,
40905,拜辞,,
40906,板床,,
40907,半腰,,
40908,报春花,,
40909,暴死,,
40910,爆炒,,
40911,悲号,,
40912,背人,,
40913,本埠,,
40914,变价,,
40915,兵械,,
40916,波束,,
40917,草民,,
40918,拆穿,,
40919,长逝,,
40920,唱高调,,
40921,成名作,,
40922,成人之美,,
40923,成文法,,
40924,呈交,,
40925,城垛,,
40926,逞凶,,
40927,吃不准,,
40928,吃老本,,
40929,垂死挣扎,,
40930,从戎,,
40931,粗通,,
40932,寸断,,
40933,寸土,,
40934,大集体,,
40935,大前天,,
40936,单用,,
40937,弹丸之地,,
40938,倒运,,
40939,颠倒是非,,
40940,电汇,,
40941,斗拱,,
40942,短讯,,
40943,堆肥,,
40944,发报,,
40945,发绿,,
40946,反绑,,
40947,反扒,,
40948,反诉,,
40949,防暴警察,,
40950,防寒服,,
40951,飞扬跋扈,,
40952,粪车,,
40953,风声鹤唳,,
40954,氟利昂,,外来
40955,俯拾即是,,
40956,概略,,
40957,敢是,,
40958,刚正,,
40959,工笔画,,
40960,工于,,
40961,公举,,
40962,勾魂,,
40963,狗崽子,,
40964,鼓风机,,
40965,刮痧,,
40966,寡居,,
40967,挂冠,,
40968,光火,,
40969,归程,,
40970,归化,,
40971,鬼哭狼嚎,,
40972,鬼头鬼脑,,
40973,滚瓜烂熟,,
40974,果腹,,
40975,酣战,,
40976,皓齿,,
40977,荷载,,
40978,黑色幽默,,
40979,横断面,,
40980,宏论,,
40981,厚意,,
40982,胡椒面儿,,
40983,花腔,,
40984,还账,,
40985,黄道吉日,,
40986,毁谤,,
40987,婚俗,,
40988,纪纲,,
40989,家鸽,,
40990,拣选,,
40991,贱人,,
40992,姜汤,,
40993,结婚照,,
40994,金针,,
40995,进款,,
40996,禁食,,
40997,警徽,,
40998,竞拍,,
40999,救险,,
41000,开裆裤,,
41001,苛捐杂税,,
41002,空喊,,
41003,空架子,,
41004,口诛笔伐,,
41005,苦差,,
41006,髋关节,,
41007,来潮,,
41008,劳改犯,,
41009,老旦,,
41010,冷板凳,,
41011,两可,,
41012,两全,,
41013,伶牙俐齿,,
41014,罗曼蒂克,,
41015,落魄,,
41016,马赛克,,外来
41017,漫卷,,
41018,没着落,,
41019,幂,,
41020,明春,,
41021,木偶戏,,
41022,耙子,,
41023,旁门,,
41024,皮包公司,,
41025,翩跹,,
41026,片剂,,
41027,飘移,,
41028,瓢虫,,
41029,瓢泼大雨,,
41030,瓶塞,,
41031,妻弟,,
41032,欺瞒,,
41033,漆画,,
41034,奇趣,,
41035,铅印,,
41036,强弩之末,,
41037,强辩,,
41038,轻机枪,,
41039,穷则思变,,
41040,如狼似虎,,
41041,软椅,,
41042,山景,,
41043,煽风点火,,
41044,上税,,
41045,梢头,,
41046,深交,,
41047,时点,,
41048,实价,,
41049,实足,,
41050,食管,,
41051,事必躬亲,,
41052,守势,,
41053,守业,,
41054,丝丝入扣,,
41055,四季如春,,
41056,糖醋,,
41057,土包子,,
41058,土拨鼠,,
41059,兔儿爷,tùr yé,
41060,拖网,,
41061,顽劣,,
41062,万金油,,
41063,畏首畏尾,,
41064,无的放矢,,
41065,无可无不可,,
41066,无所不为,,
41067,下家,,
41068,下卷,,
41069,显达,,
41070,限速,,
41071,乡俗,,
41072,降表,,
41073,消夜,,
41074,小我,,
41075,孝服,,佛源
41076,斜睨,,
41077,泄愤,,
41078,信口雌黄,,
41079,信任投票,,
41080,猩红热,,
41081,行令,,
41082,修订本,,
41083,续篇,,
41084,血衣,,
41085,巡访,,
41086,压级,,
41087,厌食,,
41088,妖魔鬼怪,,
41089,药草,,
41090,庸人自扰,,
41091,幽远,,
41092,油绿,,
41093,又及,,
41094,瘀血,,
41095,鱼叉,,
41096,浴衣,,
41097,岳家,,
41098,载重汽车,,
41099,章回小说,,
41100,胀痛,,
41101,正餐,,
41102,证物,,
41103,指印,,佛源
41104,至交,,
41105,终岁,,
41106,松果,,
41107,猪瘟,,
41108,祝捷,,
41109,铸件,,
41110,装蒜,,
41111,自量,,
41112,嘴快,,
41113,左首,,
41114,坐以待毙,,
41115,哀歌,,
41116,板书,,
41117,帮厨,,
41118,保命,,
41119,抱养,,
41120,比量,,
41121,笔意,,
41122,币制,,
41123,贬抑,,
41124,变速器,,
41125,表功,,
41126,补缀,,
41127,才略,,
41128,裁缝,cái féng,
41129,踩高跷,,
41130,仓容,,
41131,操刀,,
41132,差池,,
41133,肠衣,,
41134,炒饭,,
41135,尘嚣,,
41136,陈世美,,
41137,称许,,
41138,吃得消,,
41139,吃喝风,,
41140,冲凉,,
41141,出缺,,
41142,闯劲,,
41143,吹喇叭,,
41144,存根,,
41145,大率,,
41146,大智若愚,,
41147,代步,,
41148,倒爷,,
41149,道袍,,
41150,地久天长,,
41151,电弧,,
41152,回游,,
41153,掉价,,
41154,冬月,,
41155,肚量,,
41156,多舛,,
41157,文眉,,
41158,恶仗,,
41159,发懵,,
41160,反转,fǎn zhuǎn,
41161,房费,,
41162,匪帮,,
41163,妇道人家,,
41164,附加税,,
41165,附庸风雅,,
41166,赴死,,
41167,正经事,,
41168,工房,,
41169,工蚁,,
41170,公断,,
41171,灌装,,
41172,归公,,
41173,过河拆桥,,
41174,过手,,
41175,寒星,,
41176,浩渺,,
41177,合称,,
41178,合订本,,
41179,红极一时,,
41180,红男绿女,,
41181,猴头,,
41182,厚葬,,
41183,胡搅蛮缠,,
41184,画圈儿,,
41185,话梅,,
41186,魂飞天外,,
41187,火并,,
41188,货栈,,
41189,唧哝,,
41190,吉卜赛人,,外来
41191,计时器,,
41192,祭灶,,
41193,加餐,,
41194,简写,,
41195,嚼舌,,
41196,物联网,,
41197,桔梗,,
41198,金龟子,,
41199,窘况,,
41200,纠偏,,
41201,酒窖,,
41202,酒气,,
41203,绢花,,
41204,绝版,,
41205,开禁,,
41206,恳挚,,
41207,空对空,,
41208,宽衣,,
41209,喇叭花,,
41210,辣酱,,
41211,冷艳,,
41212,林莽,,
41213,伶仃,,
41214,领有,,
41215,论辩,,
41216,蚂蟥,,
41217,夹克,,外来
41218,蛮缠,,
41219,毛孩子,,
41220,美言,,
41221,闷葫芦,,
41222,蒙尘,,
41223,面呈,,
41224,面面观,,
41225,灭种,,
41226,鸣冤,,
41227,抛砖引玉,,佛源
41228,陪读,,
41229,皮开肉绽,,
41230,拼合,,
41231,评头品足,,
41232,屏藩,,
41233,泼皮,,
41234,普天同庆,,
41235,欺人太甚,,
41236,奇花异草,,
41237,棋赛,,
41238,起锚,,
41239,千秋万代,,
41240,轻骑兵,,
41241,轻闲,,
41242,清账,,
41243,趋炎附势,,
41244,全球定位系统,,
41245,全日,,
41246,拳拳,,
41247,仁义道德,,
41248,褥疮,,
41249,三角裤,,
41250,丧家之犬,,
41251,赏罚分明,,
41252,社交圈,,
41253,盛暑,,
41254,实诚,,
41255,拾荒,,
41256,示警,,
41257,鼠类,,
41258,水绿,,
41259,税票,,
41260,说项,,
41261,私方,,
41262,啼鸣,,
41263,天造地设,,
41264,田畴,,
41265,铁哥们儿,,
41266,头路,,
41267,外聘,,
41268,围猎,,
41269,尾音,,
41270,委顿,,
41271,卫星云图,,
41272,位卑,,
41273,文具盒,,
41274,西经,,
41275,试婚,,
41276,吸湿,,
41277,昔年,,
41278,习惯法,,
41279,洗印,,
41280,下坡路,,
41281,下注,,
41282,线型,,
41283,乡思,,
41284,相商,,
41285,向晚,,
41286,小教,,
41287,邪火,,
41288,殉葬品,,
41289,牙粉,,
41290,言之凿凿,,
41291,仰躺,,
41292,养兵,,
41293,咬嘴,,
41294,一家之言,,
41295,一手遮天,,
41296,一显身手,,
41297,一语双关,,
41298,仪表堂堂,,
41299,疑兵,,
41300,艺校,,
41301,音速,,
41302,蝇头,,
41303,应用文,,
41304,鱼贯而入,,
41305,雨蒙蒙,,
41306,语流,,
41307,玉女,,
41308,御花园,,
41309,冤大头,,
41310,原话,,
41311,圆溜溜,,
41312,宰牲节,,
41313,凿凿,,
41314,责打,,
41315,闸口,,
41316,正误,,
41317,支路,,日源
41318,只身一人,,
41319,中子弹,,
41320,众星捧月,,佛源
41321,转乘,,
41322,转干,,
41323,传略,,
41324,篆字,,
41325,撞墙,,
41326,追想,,
41327,子规,,
41328,自产自销,,
41329,自吹自擂,,
41330,字正腔圆,,
41331,纵酒,,
41332,座钟,,
41333,暗箭,,
41334,凹凸,,
41335,罢赛,,
41336,磅秤,,
41337,北头,,
41338,奔窜,,
41339,逼使,,
41340,比附,,
41341,闭幕词,,
41342,变色龙,,
41343,膘肥,,
41344,别,biè,
41345,不能自已,,
41346,埠头,,
41347,苍鹰,,
41348,操演,,
41349,册页,,
41350,策反,,
41351,层叠,,
41352,查体,,
41353,唱反调,,
41354,吃苦头,,
41355,叱骂,,
41356,憧憧,,
41357,丑小鸭,,
41358,蠢人,,
41359,从一而终,,
41360,搓洗,,
41361,打翻身仗,,
41362,打嘴,,
41363,大儒,,
41364,大头针,,
41365,代职,,
41366,戴高帽子,,
41367,单数,,
41368,单元房,,
41369,胆魄,,
41370,弹坑,,
41371,批售,,
41372,党魁,,
41373,迪斯尼乐园,,
41374,电子表,,
41375,跌势,,
41376,订金,,
41377,动人心魄,,
41378,逗趣儿,,
41379,毒刑,,
41380,渡槽,,
41381,断壁残垣,,
41382,对证,,
41383,耳旁风,,
41384,乏术,,
41385,樊篱,,
41386,坊间,,
41387,防凌,,
41388,废油,,
41389,风挡,,
41390,风致,,
41391,佛典,,
41392,佛牙,,
41393,腐臭,,
41394,柑子,,
41395,高脚杯,,
41396,高看,,
41397,公设,,
41398,古来,,
41399,关子,,
41400,诡计多端,,
41401,锅贴儿,,
41402,国故,,
41403,好好先生,,
41404,耗油,,
41405,和事佬,,
41406,盒子炮,,
41407,红霉素,,
41408,后轮,,
41409,忽隐忽现,,
41410,花苞,,
41411,花籽儿,,
41412,毁伤,,
41413,魂牵梦萦,,
41414,混血儿,hùn xuè ér,
41415,货舱,,
41416,激将法,,
41417,加急,,
41418,家贼,,
41419,剑眉,,
41420,将令,,
41421,揭不开锅,,
41422,节食,,
41423,借刀杀人,,
41424,禁欲,,
41425,净是,,
41426,久经沙场,,
41427,绝育,,
41428,开倒车,,
41429,苦酒,,
41430,旷古,,
41431,乐极生悲,,
41432,类风湿,,
41433,冷藏车,,
41434,离愁,,
41435,立新,,
41436,利国利民,,
41437,例假,,
41438,栗色,,
41439,粒状,,
41440,聊以自慰,,
41441,令弟,,
41442,流浪儿,liú làng ér,
41443,龙钟,,
41444,漏风,,
41445,略知一二,,
41446,论价,,
41447,麻麻亮,,
41448,毛丫头,,
41449,密告,,
41450,棉籽,,
41451,面善,,佛源
41452,明灭,,
41453,明星队,,
41454,闹病,,
41455,内外交困,,
41456,黏稠,,
41457,娘胎,,
41458,牛蛙,,外来
41459,攀越,,
41460,旁观者清,,
41461,炮眼,,
41462,劈波斩浪,,
41463,频度,,
41464,启口,,
41465,起止,,
41466,巧取豪夺,,
41467,青虫,,
41468,轻慢,,
41469,秋海棠,,
41470,泅渡,,
41471,球台,,
41472,祛除,,
41473,热肠,,
41474,柔肠,,
41475,软管,,
41476,三百六十行,,
41477,三鲜,,
41478,沙眼,,
41479,山旮旯儿,,
41480,上纲上线,,
41481,上弦,,
41482,申说,,
41483,申冤,,
41484,身怀绝技,,
41485,生僻,,
41486,生吞活剥,,
41487,手不释卷,,
41488,守财奴,,
41489,水冷,,
41490,寺观,,
41491,索解,,
41492,汤团,,
41493,挑花,,
41494,铁板一块,,
41495,听会,,
41496,同工同酬,,
41497,投枪,,
41498,拖带,,
41499,唯其如此,,
41500,帷幄,,
41501,纬线,,
41502,胃液,,
41503,文化衫,,
41504,文身,,
41505,文饰,,
41506,无轨电车,,
41507,无花果,,
41508,五里雾,,
41509,舞文弄墨,,
41510,物极必反,,
41511,西菜,,
41512,淅淅,,
41513,下泻,,
41514,嫌烦,,
41515,踩雷,,
41516,线绳,,
41517,相顾,,
41518,相见恨晚,,
41519,箱笼,,
41520,小肚子,,
41521,小字辈,,
41522,孝子贤孙,,
41523,新欢,,
41524,刑事犯,,
41525,压气,,
41526,言志,,
41527,羊奶,,
41528,窑姐儿,,
41529,要得,,
41530,业大,,
41531,夜长梦多,,
41532,一半天,,
41533,一了百了,,
41534,医士,,
41535,遗传因子,,
41536,以防不测,,
41537,以防万一,,
41538,异人,,
41539,音标,,
41540,用心良苦,,
41541,诱降,,
41542,岳父母,,
41543,藏青,,
41544,造字,,
41545,增白剂,,
41546,增建,,
41547,战表,,
41548,战略物资,,
41549,长官意志,,
41550,找门路,,
41551,织女星,,
41552,指挥若定,,
41553,中医师,,
41554,终久,,
41555,周知,,
41556,竹笼,,
41557,走江湖,,
41558,醉翁之意不在酒,,
41559,座机,,
41560,挨次,,
41561,白饭,,佛源
41562,半饱,,
41563,薄饼,,
41564,报童,,
41565,抱屈,,
41566,逼和,,
41567,鄙俗,,
41568,别称,,
41569,别具匠心,,
41570,不可名状,,
41571,残迹,,
41572,粲然,,
41573,肠梗阻,,
41574,超短裙,,
41575,抽斗,,
41576,抽税,,
41577,出榜,,
41578,出货,,
41579,刍议,,
41580,厨具,,
41581,触媒,,
41582,穿凿,,
41583,吹牛皮,,
41584,垂询,,
41585,磁头,,
41586,催眠曲,,
41587,忖度,,
41588,错愕,,
41589,打旋,,
41590,大头鱼,,
41591,大族,,
41592,单打一,,
41593,当堂,,
41594,挡板,,
41595,倒弄,,
41596,祷祝,,
41597,道藏,,
41598,灯芯,,
41599,地权,,
41600,电饭锅,,
41601,鼎力相助,,
41602,冬麦,,
41603,督学,,
41604,恶少,,
41605,发祥,,
41606,法名,,佛源
41607,反客为主,,
41608,防毒面具,,
41609,放空,,
41610,非亲非故,,
41611,风流韵事,,
41612,浮荡,,
41613,复写,,
41614,概莫能外,,
41615,个人崇拜,,
41616,拱卫,,
41617,脱瘾,,
41618,孤家寡人,,
41619,古钱,,
41620,盥洗室,,
41621,光导纤维,,
41622,归依,,佛源
41623,海胆,,
41624,海水浴,,
41625,汗臭,,
41626,号数,,
41627,合击,,
41628,何必当初,,
41629,河泥,,
41630,黑色素,,
41631,呼天抢地,,
41632,胡编乱造,,
41633,核儿,,
41634,花匠,,
41635,化学分析,,
41636,画谱,,
41637,活宝,,
41638,机巧,,
41639,即如,,
41640,家计,,
41641,假寐,,
41642,无所不有,,
41643,价目,,
41644,谈经论道,,
41645,奸贼,,
41646,俭省,,
41647,减损,,
41648,健旺,,
41649,江河日下,,
41650,进尺,,
41651,近世,,
41652,旧例,,
41653,绝响,,
41654,咯血,,
41655,开锅,,
41656,看押,,
41657,苦读,,
41658,老搭档,,
41659,犁铧,,
41660,沥沥,,
41661,领航员,,
41662,溜之大吉,,
41663,流转税,,
41664,陋巷,,
41665,落花生,,
41666,慢待,,
41667,冒失鬼,,
41668,美术片,,
41669,媚态,,
41670,门风,,
41671,闷雷,,
41672,猛士,,
41673,面点,,
41674,面有难色,,
41675,魔方,,
41676,墨竹,,
41677,你争我夺,,
41678,逆光,,
41679,爬升,,
41680,陪酒,,
41681,劈山,,
41682,频带,,
41683,评头论足,,
41684,棋谱,,
41685,起皱,,
41686,牵引力,,
41687,强将,,
41688,清汤,,
41689,穷山恶水,,
41690,权能,,
41691,热效应,,
41692,扫平,,
41693,伤怀,,
41694,烧杯,,
41695,深受其害,,
41696,深宅大院,,
41697,神探,,
41698,生客,,
41699,失聪,,
41700,始创,,
41701,势利眼,,
41702,适销,,
41703,手松,,
41704,寿桃,,
41705,受阅,,
41706,耍滑,,
41707,水果糖,,
41708,水袖,,
41709,说得来,,
41710,丝弦,,
41711,素色,,
41712,锁国,,
41713,贪污犯,,
41714,叹赏,,
41715,唐三彩,,
41716,陶然,,
41717,讨人嫌,,
41718,题跋,,
41719,同床异梦,,
41720,同盟者,,
41721,挖泥船,,
41722,歪打正着,,
41723,唯命是从,,
41724,畏缩不前,,
41725,文绉绉,,
41726,无可奉告,,
41727,武士道,,外来
41728,吸管,,
41729,袭用,,
41730,隙地,,
41731,下本儿,,
41732,下药,,
41733,夏装,,
41734,歇气,,
41735,心音,,
41736,行尸走肉,,
41737,幸喜,,
41738,性器官,,
41739,凶光,,
41740,宣言书,,
41741,殉情,,
41742,压延,,
41743,鸭绒,,
41744,养心,,
41745,野炊,,
41746,迎宾馆,,
41747,油质,,
41748,有胆有识,,
41749,玉石俱焚,,
41750,玉液,,
41751,预备期,,
41752,欲壑,,
41753,援款,,
41754,月产,,
41755,月份牌儿,,
41756,云山雾罩,,
41757,晕车,,
41758,韵脚,,
41759,再三再四,,
41760,糌粑,,外来
41761,凿子,,
41762,造谣惑众,,
41763,增删,,
41764,帐幕,,
41765,瘴气,,
41766,朝不保夕,,
41767,找补,,
41768,遮羞布,,
41769,珍玩,,
41770,珍馐,,
41771,枕套,,
41772,芝麻酱,,
41773,职司,,
41774,稚拙,,
41775,肘腋,,
41776,朱文,,
41777,助产,,日源
41778,桩子,,
41779,桌椅板凳,,
41780,尊长,,
41781,坐失良机,,
